persona,cognome,nome,info,luogoNascita,gruppoPar,gender
,,,,,PARTITO NAZIONALE MONARCHICO ,male
,,,,,PARTITO COMUNISTA ITALIANO ,male
,,,,,DEMOCRAZIA CRISTIANA ,male
,,,,,MOVIMENTO SOCIALE ITALIANO - DESTRA NAZIONALE ,male
,,,,,PARTITO COMUNISTA ITALIANO ,male
,,,,,PARTITO SOCIALISTA DEMOCRATICO ITALIANO ,male
,,,,,DEMOCRAZIA CRISTIANA ,male
,,,,,PARTITO COMUNISTA ITALIANO ,male
,,,,,PARTITO SOCIALISTA ITALIANO DI UNITA' PROLETARIA ,male
,,,,,PARTITO SOCIALISTA ITALIANO ,male
,,,,,PARTITO COMUNISTA ITALIANO ,male
,,,,,PARTITO COMUNISTA ITALIANO ,male
,,,,,PARTITO COMUNISTA ITALIANO ,male
,,,,,DEMOCRAZIA CRISTIANA ,male
,,,,,PARTITO COMUNISTA ITALIANO ,male
,,,,,PARTITO COMUNISTA ITALIANO ,male
,,,,,DEMOCRAZIA CRISTIANA ,male
,,,,,PARTITO COMUNISTA ITALIANO ,male
,,,,,PARTITO COMUNISTA ITALIANO ,male
,,,,,DEMOCRAZIA CRISTIANA ,male
,,,,,PARTITO COMUNISTA ITALIANO ,male
,,,,,PARTITO SOCIALISTA ITALIANO ,male
,,,,,DEMOCRAZIA CRISTIANA ,male
,,,,,PARTITO COMUNISTA ITALIANO ,male
,,,,,PARTITO COMUNISTA ITALIANO ,male
,,,,,DEMOCRAZIA CRISTIANA ,male
,,,,,PARTITO COMUNISTA ITALIANO ,male
,,,,,PARTITO SOCIALISTA ITALIANO ,male
,,,,,DEMOCRAZIA CRISTIANA ,male
,,,,,PARTITO COMUNISTA ITALIANO ,male
,,,,,PARTITO COMUNISTA ITALIANO ,male
,,,,,PARTITO COMUNISTA ITALIANO ,male
,,,,,PARTITO COMUNISTA ITALIANO ,male
,,,,,PARTITO COMUNISTA ITALIANO ,male
,,,,,PARTITO COMUNISTA ITALIANO ,male
,,,,,PARTITO COMUNISTA ITALIANO ,male
,,,,,PARTITO COMUNISTA ITALIANO ,male
,,,,,PARTITO COMUNISTA ITALIANO ,male
,,,,,PARTITO COMUNISTA ITALIANO ,male
,,,,,PARTITO COMUNISTA ITALIANO ,male
,,,,,DEMOCRAZIA CRISTIANA ,male
,,,,,PARTITO COMUNISTA ITALIANO ,male
,,,,,PARTITO COMUNISTA ITALIANO ,male
,,,,,PARTITO COMUNISTA ITALIANO ,male
,,,,,PARTITO COMUNISTA ITALIANO ,male
,,,,,DEMOCRAZIA CRISTIANA ,male
,,,,,PARTITO COMUNISTA ITALIANO ,male
,,,,,DEMOCRAZIA CRISTIANA ,male
,,,,,PARTITO COMUNISTA ITALIANO ,male
,,,,,PARTITO COMUNISTA ITALIANO ,male
,,,,,DEMOCRAZIA CRISTIANA ,male
,,,,,PARTITO COMUNISTA ITALIANO ,male
,,,,,MOVIMENTO SOCIALE ITALIANO - DESTRA NAZIONALE ,male
,,,,,PARTITO COMUNISTA ITALIANO ,male
,,,,,DEMOCRAZIA CRISTIANA ,male
,,,,,PARTITO COMUNISTA ITALIANO ,male
,,,,,DEMOCRAZIA CRISTIANA ,male
,,,,,DEMOCRAZIA CRISTIANA ,male
,,,,,DEMOCRAZIA CRISTIANA ,male
,,,,,PARTITO COMUNISTA ITALIANO ,male
,,,,,PARTITO COMUNISTA ITALIANO ,male
,,,,,PARTITO COMUNISTA ITALIANO ,male
,,,,,PARTITO COMUNISTA ITALIANO ,male
,,,,,PARTITO COMUNISTA ITALIANO ,male
,,,,,PARTITO COMUNISTA ITALIANO ,male
,,,,,DEMOCRAZIA CRISTIANA ,male
,,,,,DEMOCRAZIA PROLETARIA ,male
,,,,,PARTITO COMUNISTA ITALIANO ,male
,,,,,DEMOCRAZIA CRISTIANA ,male
,,,,,PARTITO COMUNISTA ITALIANO ,male
,,,,,DEMOCRATICO CRISTIANO ,male
,,,,,PARTITO COMUNISTA ITALIANO ,male
,,,,,DEMOCRAZIA CRISTIANA ,male
,,,,,DEMOCRAZIA CRISTIANA ,male
,,,,,PARTITO COMUNISTA ITALIANO ,male
,,,,,MSI-DESTRA NAZIONALE ,male
,,,,,DEMOCRAZIA CRISTIANA ,male
,,,,,PARTITO SOCIALISTA ITALIANO ,male
,,,,,DEMOCRAZIA CRISTIANA ,male
,,,,,UNITA' SOCIALISTA ,male
,,,,,DEMOCRAZIA CRISTIANA ,male
,,,,,PARTITO COMUNISTA ITALIANO ,male
,,,,,PARTITO COMUNISTA ITALIANO ,male
,,,,,PARTITO COMUNISTA ITALIANO ,male
,,,,,DEMOCRAZIA CRISTIANA ,male
,,,,,PARTITO COMUNISTA ITALIANO ,male
,,,,,PARTITO SOCIALISTA ITALIANO ,male
,,,,,DEMOCRAZIA CRISTIANA ,male
,,,,,PARTITO COMUNISTA ITALIANO ,male
,,,,,PARTITO COMUNISTA ITALIANO ,male
,,,,,DEMOCRATICO CRISTIANO ,male
,,,,,DEMOCRAZIA CRISTIANA ,male
,,,,,PARTITO COMUNISTA ITALIANO ,male
,,,,,PARTITO COMUNISTA ITALIANO ,male
,,,,,MISTO ,male
,,,,,DEMOCRAZIA CRISTIANA ,male
,,,,,PARTITO COMUNISTA ITALIANO ,male
,,,,,PARTITO SOCIALISTA ITALIANO ,male
,,,,,VERDI ,male
,,,,,PARTITO COMUNISTA ITALIANO ,male
,,,,,PARTITO COMUNISTA ITALIANO ,male
,,,,,DEMOCRAZIA PROLETARIA ,male
,,,,,DEMOCRAZIA CRISTIANA ,male
,,,,,PARTITO COMUNISTA ITALIANO ,male
,,,,,MISTO ,male
,,,,,PARTITO COMUNISTA ITALIANO ,male
,,,,,PARTITO COMUNISTA ITALIANO ,male
,,,,,PARTITO COMUNISTA ITALIANO ,male
,,,,,PARTITO COMUNISTA ITALIANO ,male
,,,,,PARTITO COMUNISTA ITALIANO ,male
,,,,,DEMOCRAZIA CRISTIANA ,male
,,,,,DEMOCRAZIA CRISTIANA ,male
,,,,,PARTITO SOCIALISTA ITALIANO ,male
,,,,,DEMOCRATICO CRISTIANO ,male
,,,,,DEMOCRATICO CRISTIANO ,male
,,,,,DEMOCRAZIA CRISTIANA ,male
,,,,,DEMOCRATICO CRISTIANO ,male
,,,,,MISTO ,male
,,,,,DEMOCRAZIA CRISTIANA ,male
,,,,,DEMOCRATICO CRISTIANO ,male
,,,,,PARTITO SOCIALISTA ITALIANO - PARTITO SOCIALISTA DEMOCRATICO ITALIANO UNIFICATI ,male
,,,,,DEMOCRATICO CRISTIANO ,male
,,,,,DEMOCRAZIA CRISTIANA ,male
,,,,,COMUNISTA ,male
,,,,,DP-COMUNISTI ,male
,,,,,DEMOCRATICO CRISTIANO ,male
,,,,,PARTITO COMUNISTA ITALIANO ,male
,,,,,DEMOCRATICO CRISTIANO ,male
,,,,,DEMOCRATICO CRISTIANO ,male
,,,,,DEMOCRATICO CRISTIANO ,male
,,,,,MISTO ,male
,,,,,DEMOCRAZIA CRISTIANA ,male
,,,,,PARTITO COMUNISTA ITALIANO ,male
,,,,,DEMOCRAZIA CRISTIANA ,male
,,,,,PARTITO COMUNISTA ITALIANO ,male
,,,,,DEMOCRATICO CRISTIANO ,male
,,,,,PARTITO COMUNISTA ITALIANO ,male
,,,,,PARTITO COMUNISTA ITALIANO ,male
,,,,,DEMOCRAZIA CRISTIANA ,male
,,,,,PARTITO COMUNISTA ITALIANO ,male
,,,,,PARTITO COMUNISTA ITALIANO ,male
,,,,,DEMOCRATICO CRISTIANO ,male
,,,,,DEMOCRATICO CRISTIANO ,male
,,,,,PARTITO COMUNISTA ITALIANO ,male
,,,,,FEDERALISTA EUROPEO ,male
,,,,,DEMOCRAZIA CRISTIANA ,male
,,,,,PARTITO SOCIALISTA DEMOCRATICO ITALIANO ,male
,,,,,DEMOCRAZIA CRISTIANA ,male
,,,,,PARTITO COMUNISTA ITALIANO ,male
,,,,,MOVIMENTO SOCIALE ITALIANO - DESTRA NAZIONALE ,male
,,,,,PARTITO COMUNISTA ITALIANO ,male
,,,,,PARTITO COMUNISTA ITALIANO ,male
,,,,,MISTO ,male
,,,,,PARTITO SOCIALISTA ITALIANO ,male
,,,,,MISTO ,male
,,,,,PARTITO SOCIALISTA ITALIANO - PARTITO SOCIALISTA DEMOCRATICO ITALIANO UNIFICATI ,male
,,,,,PARTITO COMUNISTA ITALIANO ,male
,,,,,DEMOCRAZIA CRISTIANA ,male
,,,,,DEMOCRAZIA CRISTIANA ,male
,,,,,DEMOCRAZIA CRISTIANA ,male
,,,,,PARTITO COMUNISTA ITALIANO ,male
,,,,,MISTO ,male
,,,,,DEMOCRATICO CRISTIANO ,male
,,,,,PARTITO SOCIALISTA ITALIANO ,male
,,,,,MOVIMENTO SOCIALE ITALIANO - DESTRA NAZIONALE ,male
,,,,,COMUNISTA ,male
,,,,,PARTITO COMUNISTA ITALIANO ,male
,,,,,DEMOCRAZIA CRISTIANA ,male
,,,,,MISTO ,male
,,,,,DEMOCRATICO CRISTIANO ,male
,,,,,PARTITO COMUNISTA ITALIANO ,male
,,,,,PARTITO COMUNISTA ITALIANO ,male
,,,,,FEDERALISTA EUROPEO ,male
,,,,,PARTITO COMUNISTA ITALIANO ,male
,,,,,DEMOCRATICO CRISTIANO ,male
,,,,,PARTITO COMUNISTA ITALIANO ,male
,,,,,DEMOCRAZIA CRISTIANA ,male
,,,,,DEMOCRAZIA CRISTIANA ,male
,,,,,DEMOCRATICO CRISTIANO ,male
,,,,,PARTITO COMUNISTA ITALIANO ,male
,,,,,DEMOCRAZIA CRISTIANA ,male
,,,,,PARTITO COMUNISTA ITALIANO ,male
,,,,,PARTITO COMUNISTA ITALIANO ,male
,,,,,DEMOCRAZIA CRISTIANA ,male
,,,,,COMUNISTA ,male
,,,,,DEMOCRAZIA CRISTIANA ,male
,,,,,PARTITO COMUNISTA ITALIANO ,male
,,,,,PARTITO COMUNISTA ITALIANO ,male
,,,,,PARTITO COMUNISTA ITALIANO ,male
,,,,,REPUBBLICANO ,male
,,,,,PARTITO COMUNISTA ITALIANO ,male
,,,,,DEMOCRATICO CRISTIANO ,male
,,,,,PARTITO COMUNISTA ITALIANO ,male
,,,,,COMUNISTA ,male
,,,,,DEMOCRATICO CRISTIANO ,male
,,,,,PARTITO SOCIALISTA ITALIANO ,male
,,,,,DEMOCRAZIA CRISTIANA ,male
,,,,,DEMOCRATICO CRISTIANO ,male
,,,,,PARTITO COMUNISTA ITALIANO ,male
,,,,,DEMOCRAZIA CRISTIANA ,male
,,,,,PARTITO SOCIALISTA DEMOCRATICO ITALIANO ,male
,,,,,DEMOCRATICO CRISTIANO ,male
,,,,,PARTITO COMUNISTA ITALIANO ,male
,,,,,DEMOCRATICO CRISTIANO ,male
,,,,,PARTITO COMUNISTA ITALIANO ,male
,,,,,PARTITO SOCIALISTA DEMOCRATICO ITALIANO ,male
,,,,,MISTO ,male
,,,,,DEMOCRATICO CRISTIANO ,male
,,,,,PARTITO SOCIALISTA ITALIANO ,male
,,,,,PARTITO SOCIALISTA ITALIANO ,male
,,,,,DEMOCRATICO CRISTIANO ,male
,,,,,DEMOCRATICO CRISTIANO ,male
,,,,,PARTITO SOCIALISTA DEMOCRATICO ITALIANO ,male
,,,,,DEMOCRATICO CRISTIANO ,male
,,,,,DEMOCRATICO CRISTIANO ,male
,,,,,PARTITO LIBERALE ITALIANO ,male
,,,,,DEMOCRATICO CRISTIANO ,male
,,,,,PARTITO LIBERALE ITALIANO ,male
,,,,,DEMOCRATICO CRISTIANO ,male
,,,,,DEMOCRATICO CRISTIANO ,male
,,,,,LIBERALE ,male
,,,,,PARTITO SOCIALISTA ITALIANO ,male
,,,,,PARTITO SOCIALISTA ITALIANO ,male
,,,,,DEMOCRATICO CRISTIANO ,male
,,,,,PARTITO NAZIONALE MONARCHICO ,male
,,,,,DEMOCRATICO CRISTIANO ,male
,,,,,DEMOCRATICO CRISTIANO ,male
,,,,,PARTITO NAZIONALE MONARCHICO ,male
,,,,,REPUBBLICANO ,male
,,,,,DEMOCRATICO CRISTIANO ,male
,,,,,PARTITO SOCIALISTA ITALIANO ,male
,,,,,DEMOCRATICO CRISTIANO ,male
,,,,,PARTITO SOCIALISTA ITALIANO ,male
,,,,,PARTITO SOCIALISTA ITALIANO ,male
,,,,,DEMOCRATICO CRISTIANO ,male
,,,,,COMUNISTA ,male
,,,,,PARTITO SOCIALISTA ITALIANO ,male
,,,,,PARTITO SOCIALISTA DEMOCRATICO ITALIANO ,male
,,,,,COMUNISTA ,male
,,,,,PARTITO SOCIALISTA ITALIANO ,male
,,,,,MISTO ,male
,,,,,COMUNISTA ,male
,,,,,DEMOCRATICO CRISTIANO ,male
,,,,,MOVIMENTO SOCIALE ITALIANO ,male
,,,,,PARTITO SOCIALISTA ITALIANO ,male
,,,,,MISTO ,male
,,,,,DEMOCRATICO CRISTIANO ,male
,,,,,COMUNISTA ,male
,,,,,DEMOCRATICO CRISTIANO ,male
,,,,,DEMOCRATICO CRISTIANO ,male
,,,,,PARTITO SOCIALISTA ITALIANO ,male
,,,,,DEMOCRATICO CRISTIANO ,male
,,,,,DEMOCRATICO CRISTIANO ,male
,,,,,PARTITO SOCIALISTA ITALIANO ,male
,,,,,DEMOCRATICO CRISTIANO ,male
,,,,,PARTITO SOCIALISTA ITALIANO ,male
,,,,,DEMOCRATICO CRISTIANO ,male
,,,,,COMUNISTA ,male
,,,,,DEMOCRATICO CRISTIANO ,male
,,,,,PARTITO SOCIALISTA ITALIANO ,male
,,,,,DEMOCRATICO CRISTIANO ,male
,,,,,PARTITO SOCIALISTA ITALIANO ,male
,,,,,PARTITO SOCIALISTA ITALIANO ,male
,,,,,DEMOCRATICO CRISTIANO ,male
,,,,,DEMOCRATICO CRISTIANO ,male
,,,,,PARTITO SOCIALISTA ,male
,,,,,PARTITO SOCIALISTA ITALIANO ,male
,,,,,COMUNISTA ,male
,,,,,DEMOCRATICO CRISTIANO ,male
,,,,,DEMOCRATICO CRISTIANO ,male
,,,,,COMUNISTA ,male
,,,,,PARTITO SOCIALISTA ITALIANO ,male
,,,,,DEMOCRATICO CRISTIANO ,male
,,,,,PROGRESSISTI - FEDERATIVO ,male
,,,,,DEMOCRATICO CRISTIANO ,male
,,,,,PARTITO SOCIALISTA ITALIANO ,male
,,,,,DEMOCRATICO CRISTIANO ,male
,,,,,DEMOCRATICO CRISTIANO ,male
,,,,,DEMOCRATICO CRISTIANO ,male
,,,,,PARTITO SOCIALISTA ITALIANO ,male
,,,,,LIBERALE ,male
,,,,,DEMOCRATICO CRISTIANO ,male
,,,,,DEMOCRATICO CRISTIANO ,male
,,,,,LIBERALE ,male
,,,,,DEMOCRATICO CRISTIANO ,male
,,,,,COMUNISTA ,male
,,,,,DEMOCRATICO CRISTIANO ,male
,,,,,DEMOCRATICO CRISTIANO ,male
,,,,,PARTITO SOCIALISTA DEMOCRATICO ITALIANO ,male
,,,,,COMUNISTA ,male
,,,,,DEMOCRATICO CRISTIANO ,male
,,,,,COMUNISTA ,male
,,,,,COMUNISTA ,male
,,,,,FRONTE LIBERALE DEMOCRATICO DELL'UOMO QUALUNQUE ,male
,,,,,COMUNISTA ,male
,,,,,COMUNISTA ,male
,,,,,PARTITO SOCIALISTA ITALIANO ,male
,,,,,DEMOCRATICO CRISTIANO ,male
,,,,,COMUNISTA ,male
,,,,,DEMOCRATICO CRISTIANO ,male
,,,,,DEMOCRATICO CRISTIANO ,male
,,,,,DEMOCRATICO CRISTIANO ,male
,,,,,AUTONOMISTA ,male
,,,,,DEMOCRATICO CRISTIANO ,male
,,,,,DEMOCRATICO CRISTIANO ,male
,,,,,COMUNISTA ,male
,,,,,PARTITO SOCIALISTA ITALIANO ,male
,,,,,BLOCCO NAZIONALE DELLA LIBERTA' ,male
,,,,,COMUNISTA ,male
,,,,,COMUNISTA ,male
,,,,,PARTITO SOCIALISTA ITALIANO ,male
,,,,,MISTO ,male
,,,,,DEMOCRATICO CRISTIANO ,male
,,,,,MISTO ,male
,,,,,DEMOCRATICO CRISTIANO ,male
,,,,,DEMOCRATICO CRISTIANO ,male
,,,,,DEMOCRATICO CRISTIANO ,male
,,,,,DEMOCRATICO CRISTIANO ,male
,,,,,MISTO ,male
,,,,,DEMOCRAZIA CRISTIANA ,male
,,,,,DEMOCRAZIA CRISTIANA ,male
,,,,,PARTITO COMUNISTA ITALIANO ,male
,,,,,DEMOCRAZIA CRISTIANA ,male
,,,,,DEMOCRAZIA CRISTIANA ,male
,,,,,PARTITO COMUNISTA ITALIANO ,male
,,,,,DEMOCRAZIA CRISTIANA ,male
,,,,,PARTITO COMUNISTA ITALIANO ,male
,,,,,PARTITO COMUNISTA ITALIANO ,male
,,,,,PARTITO COMUNISTA ITALIANO ,male
,,,,,PARTITO COMUNISTA ITALIANO ,male
,,,,,DEMOCRAZIA CRISTIANA ,male
,,,,,PARTITO COMUNISTA ITALIANO ,male
,,,,,PARTITO COMUNISTA ITALIANO ,male
,,,,,PARTITO COMUNISTA ITALIANO ,male
,,,,,PARTITO SOCIALISTA ITALIANO ,male
,,,,,DEMOCRAZIA CRISTIANA ,male
,,,,,PARTITO COMUNISTA ITALIANO ,male
,,,,,DEMOCRAZIA PROLETARIA ,male
,,,,,PARTITO COMUNISTA ITALIANO ,male
,,,,,PARTITO COMUNISTA ITALIANO ,male
,,,,,DEMOCRAZIA CRISTIANA ,male
,,,,,MOVIMENTO SOCIALE ITALIANO - DESTRA NAZIONALE ,male
,,,,,DEMOCRAZIA CRISTIANA ,male
,,,,,COMUNISTA ,male
,,,,,COMUNISTA ,male
,,,,,COSTITUENTE DI DESTRA - DEMOCRAZIA NAZIONALE ,male
,,,,,COMUNISTA ,male
,,,,,PARTITO COMUNISTA ITALIANO ,male
,,,,,PARTITO SOCIALISTA ITALIANO ,male
,,,,,DEMOCRAZIA CRISTIANA ,male
,,,,,PARTITO COMUNISTA ITALIANO ,male
,,,,,PARTITO SOCIALISTA ITALIANO DI UNITA' PROLETARIA ,male
,,,,,COMUNISTA ,male
,,,,,PARTITO SOCIALISTA ITALIANO ,male
,,,,,PARTITO SOCIALISTA ITALIANO - PARTITO SOCIALISTA DEMOCRATICO ITALIANO UNIFICATI ,male
,,,,,COMUNISTA ,male
,,,,,PARTITO SOCIALISTA ITALIANO DI UNITA' PROLETARIA ,male
,,,,,COMUNISTA ,male
,,,,,PARTITO SOCIALISTA ITALIANO - PARTITO SOCIALISTA DEMOCRATICO ITALIANO UNIFICATI ,male
,,,,,PARTITO COMUNISTA ITALIANO ,male
,,,,,DEMOCRATICO CRISTIANO ,male
,,,,,MISTO ,male
,,,,,PARTITO SOCIALISTA ITALIANO DI UNITA' PROLETARIA ,male
,,,,,PARTITO COMUNISTA ITALIANO ,male
,,,,,PARTITO SOCIALISTA ITALIANO - PARTITO SOCIALISTA DEMOCRATICO ITALIANO UNIFICATI ,male
,,,,,PARTITO COMUNISTA ITALIANO ,male
,,,,,REPUBBLICANO ,male
,,,,,PARTITO SOCIALISTA ITALIANO DI UNITA' PROLETARIA ,male
,,,,,DEMOCRATICO CRISTIANO ,male
,,,,,DEMOCRATICO CRISTIANO ,male
,,,,,COMUNISTA ,male
,,,,,PARTITO COMUNISTA ITALIANO ,male
,,,,,PARTITO SOCIALISTA ITALIANO DI UNITA' PROLETARIA ,male
,,,,,PARTITO DEMOCRATICO ITALIANO DI UNITA' MONARCHICA ,male
,,,,,PARTITO COMUNISTA ITALIANO ,male
,,,,,PARTITO COMUNISTA ITALIANO ,male
,,,,,PARTITO SOCIALISTA ITALIANO - PARTITO SOCIALISTA DEMOCRATICO ITALIANO UNIFICATI ,male
,,,,,PARTITO COMUNISTA ITALIANO ,male
,,,,,DEMOCRAZIA CRISTIANA ,male
,,,,,DEMOCRATICO CRISTIANO ,male
,,,,,PARTITO COMUNISTA ITALIANO ,male
,,,,,COMUNISTA ,male
,,,,,COMUNISTA ,male
,,,,,MISTO ,male
,,,,,DEMOCRAZIA CRISTIANA ,male
,,,,,DEMOCRATICO CRISTIANO ,male
,,,,,MOVIMENTO SOCIALE ITALIANO ,male
,,,,,DEMOCRATICO CRISTIANO ,male
,,,,,DEMOCRATICO CRISTIANO ,male
,,,,,COMUNISTA ,male
,,,,,COMUNISTA ,male
,,,,,COMUNISTA ,male
,,,,,PARTITO SOCIALISTA ITALIANO ,male
,,,,,DEMOCRATICO CRISTIANO ,male
,,,,,DEMOCRATICO CRISTIANO ,male
,,,,,DEMOCRATICO CRISTIANO ,male
,,,,,COMUNISTA ,male
,,,,,PARTITO SOCIALISTA ITALIANO ,male
,,,,,DEMOCRATICO CRISTIANO ,male
,,,,,COMUNISTA ,male
,,,,,DEMOCRATICO CRISTIANO ,male
,,,,,DEMOCRATICO CRISTIANO ,male
,,,,,DEMOCRATICO CRISTIANO ,male
,,,,,COMUNISTA ,male
,,,,,DEMOCRATICO CRISTIANO ,male
,,,,,COMUNISTA ,male
,,,,,COMUNISTA ,male
,,,,,DEMOCRATICO CRISTIANO ,male
,,,,,DEMOCRATICO CRISTIANO ,male
,,,,,MOVIMENTO SOCIALE ITALIANO ,male
,,,,,DEMOCRATICO CRISTIANO ,male
,,,,,DEMOCRATICO CRISTIANO ,male
,,,,,COMUNISTA ,male
,,,,,PARTITO SOCIALISTA LAVORATORI ITALIANI ,male
,,,,,MOVIMENTO SOCIALE ITALIANO ,male
,,,,,DEMOCRATICO CRISTIANO ,male
,,,,,COMUNISTA ,male
,,,,,DEMOCRATICO CRISTIANO ,male
,,,,,COMUNISTA ,male
,,,,,DEMOCRATICO CRISTIANO ,male
,,,,,UNITA' SOCIALISTA ,male
,,,,,PARTITO SOCIALISTA DEMOCRATICO ITALIANO ,male
,,,,,COMUNISTA ,male
,,,,,COMUNISTA ,male
,,,,,PARTITO NAZIONALE MONARCHICO ,male
,,,,,DEMOCRATICO CRISTIANO ,male
,,,,,DEMOCRATICO CRISTIANO ,male
,,,,,PARTITO SOCIALISTA ITALIANO ,male
,,,,,MISTO ,male
,,,,,COMUNISTA ,male
,,,,,COMUNISTA ,male
,,,,,DEMOCRATICO CRISTIANO ,male
,,,,,COMUNISTA ,male
,,,,,DEMOCRATICO CRISTIANO ,male
,,,,,DEMOCRATICO CRISTIANO ,male
,,,,,PARTITO SOCIALISTA ITALIANO ,male
,,,,,PARTITO SOCIALISTA ITALIANO ,male
,,,,,PARTITO SOCIALISTA ITALIANO ,male
,,,,,DEMOCRATICO CRISTIANO ,male
,,,,,DEMOCRATICO CRISTIANO ,male
,,,,,DEMOCRATICO CRISTIANO ,male
,,,,,DEMOCRATICO CRISTIANO ,male
,,,,,COMUNISTA ,male
,,,,,COMUNISTA ,male
,,,,,COMUNISTA ,male
,,,,,DEMOCRATICO CRISTIANO ,male
,,,,,DEMOCRATICO CRISTIANO ,male
,,,,,PARTITO SOCIALISTA ITALIANO ,male
,,,,,DEMOCRATICO CRISTIANO ,male
,,,,,COMUNISTA ,male
,,,,,COMUNISTA ,male
,,,,,DEMOCRAZIA DEL LAVORO ,male
,,,,,COMUNISTA ,male
,,,,,DEMOCRATICO CRISTIANO ,male
,,,,,DEMOCRATICO CRISTIANO ,male
,,,,,COMUNISTA ,male
,,,,,COMUNISTA ,male
,,,,,COMUNISTA ,male
,,,,,PARTITO SOCIALISTA ITALIANO ,male
,,,,,COMUNISTA ,male
,,,,,COMUNISTA ,male
,,,,,COMUNISTA ,male
,,,,,DEMOCRATICO CRISTIANO ,male
,,,,,DEMOCRATICO CRISTIANO ,male
,,,,,COMUNISTA ,male
,,,,,PARTITO SOCIALISTA LAVORATORI ITALIANI ,male
,,,,,DEMOCRATICO CRISTIANO ,male
,,,,,DEMOCRATICO CRISTIANO ,male
,,,,,COMUNISTA ,male
,,,,,COMUNISTA ,male
,,,,,DEMOCRATICO CRISTIANO ,male
,,,,,AUTONOMISTA ,male
,,,,,DEMOCRATICO CRISTIANO ,male
,,,,,DEMOCRATICO CRISTIANO ,male
,,,,,ALLEANZA NAZIONALE ,male
,,,,,UDC ,male
,,,,,LEGA NORD PADANIA ,male
,,,,,DEMOCRATICI DI SINISTRA-L'ULIVO ,male
,,,,,"MARGHERITA, DL-L'ULIVO ",male
,,,,,DEMOCRATICI DI SINISTRA-L'ULIVO ,male
,,,,,COMUNISTA ,male
,,,,,DEMOCRATICO CRISTIANO ,male
,,,,,DEMOCRATICO CRISTIANO ,male
,,,,,"MARGHERITA, DL-L'ULIVO ",male
,,,,,ALLEANZA NAZIONALE ,male
,,,,,PARTITO SOCIALISTA ITALIANO ,male
,,,,,ITALIA DEI VALORI ,male
,,,,,RIFONDAZIONE COMUNISTA - SINISTRA EUROPEA ,male
,,,,,DEMOCRATICO CRISTIANO ,male
,,,,,DEMOCRATICO CRISTIANO ,male
,,,,,PARTITO DEMOCRATICO ,male
,,,,,"MARGHERITA, DL-L'ULIVO ",male
,,,,,DEMOCRATICI DI SINISTRA-L'ULIVO ,male
,,,,,FORZA ITALIA ,male
,,,,,MSI-DESTRA NAZIONALE ,male
,,,,,FORZA ITALIA ,male
,,,,,COMUNISTA ,male
,,,,,COMUNISTA ,male
,,,,,DEMOCRATICO CRISTIANO ,male
,,,,,ALLEANZA NAZIONALE ,male
,,,,,PARTITO DEMOCRATICO ,male
,,,,,DEMOCRATICO CRISTIANO ,male
,,,,,DEMOCRATICO CRISTIANO ,male
,,,,,FORZA ITALIA ,male
,,,,,COMUNISTA ,male
,,,,,"MARGHERITA, DL-L'ULIVO ",male
,,,,,ALLEANZA NAZIONALE ,male
,,,,,PARTITO SOCIALISTA ITALIANO ,male
,,,,,PARTITO SOCIALISTA ITALIANO ,male
,,,,,COMUNISTA ,male
,,,,,MISTO ,male
,,,,,DEMOCRATICO CRISTIANO ,male
,,,,,DEMOCRATICO CRISTIANO ,male
,,,,,MISTO ,male
,,,,,DEMOCRAZIA CRISTIANA ,male
,,,,,PARTITO SOCIALISTA ITALIANO - PARTITO SOCIALISTA DEMOCRATICO ITALIANO UNIFICATI ,male
,,,,,PARTITO SOCIALISTA ITALIANO - PARTITO SOCIALISTA DEMOCRATICO ITALIANO UNIFICATI ,male
,,,,,PARTITO COMUNISTA ITALIANO ,male
,,,,,PARTITO DEMOCRATICO ITALIANO DI UNITA' MONARCHICA ,male
,,,,,DEMOCRATICO CRISTIANO ,male
,,,,,PARTITO SOCIALISTA ITALIANO DI UNITA' PROLETARIA ,male
,,,,,COMUNISTA ,male
,,,,,DEMOCRAZIA CRISTIANA ,male
,,,,,PARTITO SOCIALISTA ITALIANO DI UNITA' PROLETARIA ,male
,,,,,COMUNISTA ,male
,,,,,PARTITO LIBERALE ITALIANO ,male
,,,,,PARTITO SOCIALISTA ITALIANO - PARTITO SOCIALISTA DEMOCRATICO ITALIANO UNIFICATI ,male
,,,,,MOVIMENTO SOCIALE ITALIANO - DESTRA NAZIONALE ,male
,,,,,PARTITO SOCIALISTA ITALIANO - PARTITO SOCIALISTA DEMOCRATICO ITALIANO UNIFICATI ,male
,,,,,PARTITO COMUNISTA ITALIANO ,male
,,,,,COMUNISTA ,male
,,,,,COMUNISTA ,male
,,,,,DEMOCRATICO CRISTIANO ,male
,,,,,DEMOCRAZIA CRISTIANA ,male
,,,,,PARTITO COMUNISTA ITALIANO ,male
,,,,,COMUNISTA ,male
,,,,,PARTITO SOCIALISTA ITALIANO DI UNITA' PROLETARIA ,male
,,,,,DEMOCRATICO CRISTIANO ,male
,,,,,PARTITO SOCIALISTA ITALIANO ,male
,,,,,DEMOCRAZIA CRISTIANA ,male
,,,,,COMUNISTA ,male
,,,,,MISTO ,male
,,,,,DEMOCRATICO CRISTIANO ,male
,,,,,COMUNISTA ,male
